gene_family,presence_count,category,annotation
COG3500,2.0,rare,Phage late control gene D protein (GPD)
2CHRA,2.0,rare,"Phage tail assembly chaperone, TAC"
299N2,2.0,rare,"Bacteriophage HK97-gp10, putative tail-component"
COG4459,5.0,common,periplasmic nitrate reductase
COG1210,3.0,common,UTP-glucose-1-phosphate uridylyltransferase
COG1564,4.0,common,"Thiamin pyrophosphokinase, vitamin B1 binding domain"
2DBRB,2.0,rare,Membrane bound FAD containing D-sorbitol dehydrogenase
COG0742,5.0,common,Specifically methylates the guanine in position 966 of 16S rRNA in the assembled 30S particle
COG0241,5.0,common,"D,D-heptose 1,7-bisphosphate phosphatase"
COG0751,5.0,common,Glycyl-tRNA synthetase beta subunit
COG0385,3.0,common,Na -dependent transporter
COG1416,3.0,common,DsrE/DsrF-like family
COG2240,3.0,common,Pyridoxal kinase
COG5523,2.0,rare,integral membrane protein
COG5463,3.0,common,Protein of unknown function (DUF1190)
COG3740,2.0,rare,PFAM peptidase U35 phage prohead HK97
COG3023,2.0,rare,"Psort location Cytoplasmic, score 8.96"
COG1788,2.0,rare,Coenzyme A transferase
COG2057,2.0,rare,3-oxoadipate CoA-transferase activity
COG0662,2.0,rare,4-hydroxyphenylacetate catabolism regulatory protein HpaA
COG4748,2.0,rare,Type I restriction enzyme R protein N terminus (HSDR_N)
COG0627,3.0,common,Putative esterase
28KMG,2.0,rare,-
COG1353,3.0,common,"CRISPR-associated protein, Cmr2 family"
COG0704,4.0,common,Plays a role in the regulation of phosphate uptake
COG1117,4.0,common,Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system
COG2353,2.0,rare,YceI-like domain
COG0123,2.0,rare,Histone deacetylase domain
29XM3,2.0,rare,-
COG2421,3.0,common,Acetamidase
COG3524,3.0,common,COG3524 Capsule polysaccharide export protein
COG1596,2.0,rare,COG1596 Periplasmic protein involved in polysaccharide export
COG1682,2.0,rare,ABC-2 type transporter
COG2116,2.0,rare,Formate/nitrite transporter
2DIHQ,2.0,rare,Helix-turn-helix XRE-family like proteins
COG1172,3.0,common,Branched-chain amino acid transport system / permease component
COG2354,3.0,common,Protein of unknown function (DUF808)
COG0152,5.0,common,Belongs to the SAICAR synthetase family
2EF8U,2.0,rare,Phage gp6-like head-tail connector protein
COG3069,3.0,common,C4-dicarboxylate anaerobic carrier
COG4373,3.0,common,Putative ATPase subunit of terminase (gpP-like)
2CAV1,2.0,rare,Phage capsid scaffolding protein (GPO) serine peptidase
2CCQ9,2.0,rare,capsid protein
2DKUP,2.0,rare,Phage small terminase subunit
COG3926,2.0,rare,Predicted Peptidoglycan domain
COG5652,3.0,common,VanZ like family
28IPT,2.0,rare,-
COG3728,2.0,rare,Terminase small subunit
COG2104,2.0,rare,ThiS family
COG0384,2.0,rare,"Phenazine biosynthesis protein, PhzF family"
COG4653,2.0,rare,capsid protein
COG3535,2.0,rare,Protein of unknown function (DUF917)
COG4132,2.0,rare,"Psort location CytoplasmicMembrane, score 10.00"
COG4733,2.0,rare,"Phage-related protein, tail component"
28NQ0,2.0,rare,Domain of unknown function (DUF4391)
4QB1F,2.0,rare,exonuclease activity
COG1061,2.0,rare,Type III restriction enzyme res subunit
COG0274,2.0,rare,Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate
COG3971,2.0,rare,hydratase
COG0318,2.0,rare,Catalyzes the conversion of ferulic acid to feruloyl-CoA
COG4569,2.0,rare,"Catalyzes the conversion of acetaldehyde to acetyl-CoA, using NAD( ) and coenzyme A. Is the final enzyme in the meta- cleavage pathway for the degradation of aromatic compounds"
COG1712,2.0,rare,Specifically catalyzes the NAD or NADP-dependent dehydrogenation of L-aspartate to iminoaspartate
COG2865,2.0,rare,Putative DNA-binding domain
COG3765,2.0,rare,G-rich domain on putative tyrosine kinase
COG4115,2.0,rare,"Addiction module toxin, Txe YoeB"
2DMHQ,1.0,unique,Arsenic resistance operon repressor
COG0003,1.0,unique,Anion-transporting ATPase
COG2860,1.0,unique,UPF0126 domain
28K06,1.0,unique,-
COG0399,1.0,unique,Belongs to the DegT DnrJ EryC1 family
2DMJC,1.0,unique,Domain of unknown function (DUF4186)
2EIV9,1.0,unique,Domain of unknown function (DUF4258)
2C5DM,1.0,unique,Alternative locus ID
28ZYZ,1.0,unique,-
COG3436,1.0,unique,IS66 Orf2 like protein
COG3321,1.0,unique,polyketide synthase
COG4823,1.0,unique,Abi-like protein
COG1724,1.0,unique,"HicA toxin of bacterial toxin-antitoxin,"
COG1598,1.0,unique,HicB_like antitoxin of bacterial toxin-antitoxin system
COG2236,1.0,unique,"Acts on guanine, xanthine and to a lesser extent hypoxanthine"
COG1487,1.0,unique,Domain of unknown function (DUF4411)
COG0613,1.0,unique,nuclear chromosome segregation
2CETA,1.0,unique,-
COG4461,1.0,unique,heat shock protein binding
2D64X,1.0,unique,VanZ domain protein
2EJDT,1.0,unique,-
COG1672,1.0,unique,PFAM Archaeal ATPase
COG1708,1.0,unique,Domain of unknown function (DUF4111)
COG0555,1.0,unique,Binding-protein-dependent transport system inner membrane component
2DBHY,1.0,unique,-
2AMVR,1.0,unique,-
2F67R,1.0,unique,-
COG3344,1.0,unique,Reverse transcriptase (RNA-dependent DNA polymerase)
COG3598,1.0,unique,AAA domain
29S66,1.0,unique,-
COG0175,1.0,unique,COG0175 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase) FAD synthetase and related enzymes
2B0IH,1.0,unique,-
COG5281,1.0,unique,Tail length tape measure protein
2AZTF,1.0,unique,-
COG1804,1.0,unique,CoA-transferase family
COG2086,1.0,unique,Electron transfer flavoprotein
COG2025,1.0,unique,electron transfer flavoprotein
COG0644,1.0,unique,FAD dependent oxidoreductase
COG1715,1.0,unique,Restriction endonuclease
4QB6G,1.0,unique,Peptidase M15
2E0CB,1.0,unique,-
2BU3S,1.0,unique,-
COG0800,1.0,unique,COG0800 2-keto-3-deoxy-6-phosphogluconate aldolase
COG1312,1.0,unique,Catalyzes the dehydration of D-mannonate
COG1501,1.0,unique,Domain of unknown function (DUF5110)
COG0246,1.0,unique,Mannitol dehydrogenase
COG1904,1.0,unique,Glucuronate isomerase
29GKX,1.0,unique,-
2BW5S,1.0,unique,Domain of unknown function (DUF4194)
COG0675,1.0,unique,Putative transposase DNA-binding domain
COG4096,1.0,unique,EcoEI R protein C-terminal
COG0463,1.0,unique,Glycosyltransferase like family 2
2DU37,1.0,unique,Protein of unknown function (DUF1364)
COG0429,1.0,unique,PFAM Alpha beta hydrolase
2CAM1,1.0,unique,-
COG2931,1.0,unique,Autotransporter beta-domain
COG2425,1.0,unique,Lecithin retinol acyltransferase
2DQ30,1.0,unique,-
COG0515,1.0,unique,Domain of unknown function (DUF4328)
2DICJ,1.0,unique,-
COG1091,1.0,unique,Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose
COG3774,1.0,unique,pathogenesis
COG1442,1.0,unique,glycosyl transferase family 8
28MFQ,1.0,unique,Glycosyltransferase family 52
2CH35,1.0,unique,-
COG1018,1.0,unique,Flavodoxin reductases (Ferredoxin-NADPH reductases) family 1
COG3396,1.0,unique,Phenylacetic acid catabolic protein
COG3460,1.0,unique,Phenylacetate-CoA oxygenase subunit PaaB
COG1024,1.0,unique,enoyl-CoA hydratase
COG1541,1.0,unique,Catalyzes the activation of phenylacetic acid (PA) to phenylacetyl-CoA (PA-CoA)
COG1250,1.0,unique,3-hydroxyacyl-CoA dehydrogenase
COG4727,1.0,unique,Uncharacterized protein conserved in bacteria (DUF2145)
COG3154,1.0,unique,lipid carrier protein
2DB92,1.0,unique,-
28MN3,1.0,unique,-
4QCRY,1.0,unique,Phage minor tail protein
2C0IN,1.0,unique,-
COG3829,1.0,unique,Sigma-54 interaction domain
2CJBF,1.0,unique,-
4QAX8,1.0,unique,calcium ion binding
28NJ6,1.0,unique,Beta protein
28M7B,1.0,unique,-
2DQVG,1.0,unique,-
COG0435,1.0,unique,"Glutathione S-transferase, N-terminal domain"
COG5472,1.0,unique,Predicted small integral membrane protein (DUF2165)
2DBJ7,1.0,unique,Abi-like protein
COG5527,1.0,unique,Initiator Replication protein
COG4452,1.0,unique,Inner membrane protein involved in colicin E2 resistance
29HJ3,1.0,unique,-
COG1748,1.0,unique,Domain of unknown function (DUF4166)
COG1783,1.0,unique,Terminase RNaseH-like domain
28IAN,1.0,unique,Domain of unknown function (DUF4055)
2DPRS,1.0,unique,-
2FK3Z,1.0,unique,RNA ligase
2EGR8,1.0,unique,FeoC like transcriptional regulator
2DU2E,1.0,unique,-
29Z9K,1.0,unique,Protein of unknown function (DUF3592)
2DTNT,1.0,unique,-
COG3230,1.0,unique,Heme oxygenase
COG2832,1.0,unique,Protein of unknown function (DUF454)
2BCQC,1.0,unique,-
2BXIN,1.0,unique,-
COG0714,1.0,unique,ATPase involved in DNA repair
2DT3B,1.0,unique,-
COG2059,1.0,unique,Chromate transporter
COG3739,1.0,unique,Protein of unknown function (DUF817)
2EN6U,1.0,unique,STAS-like domain of unknown function (DUF4325)
2DS0M,1.0,unique,-
2AIFY,1.0,unique,-
4QFWQ,1.0,unique,-
2BK8C,1.0,unique,-
COG5492,1.0,unique,"domain, Protein"
28IY5,1.0,unique,-
2EJCN,1.0,unique,-
COG1322,1.0,unique,Protein conserved in bacteria
COG1360,1.0,unique,OmpA family
2C6JC,1.0,unique,EH_Signature domain
2EHP5,1.0,unique,Bacterial mobilisation protein (MobC)
2AXFT,1.0,unique,-
COG4627,1.0,unique,"transferase activity, transferring glycosyl groups"
28PTC,1.0,unique,"Type VI secretion system VasI, EvfG, VC_A0118"
2EDJ0,1.0,unique,-
2DWDD,1.0,unique,-
COG0827,1.0,unique,Eco57I restriction-modification methylase
2B9YA,1.0,unique,-
2BV8H,1.0,unique,-
2DZM1,1.0,unique,Domain of unknown function (DUF4822)
COG5266,1.0,unique,Domain of unknown function (DUF4198)
2E451,1.0,unique,-
4QAK6,1.0,unique,N-acetylmuramoyl-L-alanine amidase activity
2EDXJ,1.0,unique,-
2DQPR,1.0,unique,-
2AG24,1.0,unique,-
COG2268,1.0,unique,protein conserved in bacteria
2B2JA,1.0,unique,-
COG1636,1.0,unique,"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)"
2BGWR,1.0,unique,-
COG1666,1.0,unique,Belongs to the UPF0234 family
COG0122,1.0,unique,HhH-GPD superfamily base excision DNA repair protein
COG5290,1.0,unique,"Psort location Cytoplasmic, score"
2E8U5,1.0,unique,Protein of unknown function (DUF3311)
29PMQ,1.0,unique,-
COG0693,1.0,unique,Intracellular protease
COG2032,1.0,unique,Copper/zinc superoxide dismutase (SODC)
2ASE4,1.0,unique,SnoaL-like domain
2CFH0,1.0,unique,-
COG4700,1.0,unique,protein conserved in bacteria containing a divergent form of TPR repeats
2E3VJ,1.0,unique,-
2AGYS,1.0,unique,-
2CE55,1.0,unique,YccJ-like protein
2ABJH,1.0,unique,Domain of unknown function (DUF4339)
COG2910,1.0,unique,NAD(P)H-binding
28KCG,1.0,unique,Domain of unknown function (DUF1788)
28NXU,1.0,unique,Putative inner membrane protein (DUF1819)
COG3103,1.0,unique,Sh3 type 3 domain protein
2EHU7,1.0,unique,-
COG1695,1.0,unique,PFAM transcriptional regulator PadR family protein
2DSAW,1.0,unique,-
COG2056,1.0,unique,Na+-H+ antiporter family
2975H,1.0,unique,Domain of unknown function (DUF4760)
2EGRT,1.0,unique,Protein of unknown function (DUF2511)
4QB3I,1.0,unique,Protein of unknown function (DUF3168)
2FEZX,1.0,unique,-
2EI3E,1.0,unique,Phage gp6-like head-tail connector protein
2E01R,1.0,unique,-
28NR6,1.0,unique,-
2BYYW,1.0,unique,Domain of unknown function (DUF4123)
COG1413,1.0,unique,Domain of unknown function (DUF4132)
COG2357,1.0,unique,protein conserved in bacteria
4QB07,1.0,unique,hydroxymethylglutaryl-CoA reductase (NADPH) activity
COG2182,1.0,unique,TupA-like ATPgrasp
COG2027,1.0,unique,D-Ala-D-Ala carboxypeptidase 3 (S13) family
COG0062,1.0,unique,"Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration"
COG4907,1.0,unique,Predicted membrane protein (DUF2207)
2CCS2,1.0,unique,-
2DC0P,1.0,unique,Sugar-transfer associated ATP-grasp
COG2148,1.0,unique,Bacterial sugar transferase
28R7V,1.0,unique,"Psort location Cytoplasmic, score 8.96"
COG4095,1.0,unique,Sugar efflux transporter for intercellular exchange
COG4574,1.0,unique,"General inhibitor of pancreatic serine proteases inhibits chymotrypsin, trypsin, elastases, factor X, kallikrein as well as a variety of other proteases"
COG3695,1.0,unique,methylated DNA-protein cysteine methyltransferase
2E40P,1.0,unique,-
COG3127,1.0,unique,"ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component"
COG4181,1.0,unique,(ABC) transporter
COG5383,1.0,unique,DUF1338
COG0819,1.0,unique,"Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway"
COG2153,1.0,unique,Acyltransferase
COG2985,1.0,unique,Predicted Permease Membrane Region
COG1510,1.0,unique,Belongs to the GbsR family
2EFPB,1.0,unique,-
2CI9I,1.0,unique,Protein of unknown function (DUF2931)
COG0836,1.0,unique,Phosphoglucomutase phosphomannomutase alpha beta alpha domain I
28PK8,1.0,unique,-
COG1410,1.0,unique,methionine synthase
COG4938,1.0,unique,AAA ATPase domain
2AUHR,1.0,unique,-
29TTU,1.0,unique,PD-(D/E)XK nuclease superfamily
COG1746,1.0,unique,tRNA cytidylyltransferase activity
295GZ,1.0,unique,-
2EGQR,1.0,unique,tRNA_anti-like
2EHYV,1.0,unique,-
COG4127,1.0,unique,FRG
2DNB5,1.0,unique,"Bacteriophage HK97-gp10, putative tail-component"
COG1247,1.0,unique,GNAT acetyltransferase
2F7II,1.0,unique,Peptidase S24-like
4QAQV,1.0,unique,sequence-specific DNA binding
2EIRC,1.0,unique,Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes
2CHBY,1.0,unique,-
COG5421,1.0,unique,Transposase DDE domain
2CXUI,1.0,unique,DNA-packaging protein gp3
COG5362,1.0,unique,to GI 3249594 (percent identity 29 query alignment coverage 89.6 subject alignment coverage 35.0 )
COG1910,1.0,unique,PBP superfamily domain
4QCXT,1.0,unique,-
2DNYJ,1.0,unique,-
2EMDB,1.0,unique,Helix-turn-helix domain
COG3645,1.0,unique,Phage antirepressor protein KilAC domain
2AUQA,1.0,unique,Helix-turn-helix domain
COG4248,1.0,unique,Lipopolysaccharide kinase (Kdo/WaaP) family
COG0631,1.0,unique,Protein phosphatase 2C
COG4245,1.0,unique,TerY-C metal binding domain
COG2310,1.0,unique,TerD domain
COG2225,1.0,unique,Malate synthase
COG2224,1.0,unique,isocitrate lyase
COG4579,1.0,unique,isocitrate dehydrogenase kinase phosphatase
4QEN2,1.0,unique,Putative ATPase subunit of terminase (gpP-like)
2CFKH,1.0,unique,-
2DBTR,1.0,unique,-
COG0406,1.0,unique,Phosphoglycerate mutase family
COG1236,1.0,unique,Metallo-beta-lactamase superfamily
COG0535,1.0,unique,Radical SAM
2CPS1,1.0,unique,Protein of unknown function (DUF3298)
COG0253,1.0,unique,"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine"
COG1965,1.0,unique,Frataxin-like domain
COG3072,1.0,unique,adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase) K05851
28NWR,1.0,unique,PD-(D/E)XK nuclease superfamily
2DMMN,1.0,unique,TniQ
28NE4,1.0,unique,-
COG3793,1.0,unique,Tellurite resistance
COG2301,1.0,unique,COG2301 Citrate lyase beta subunit
COG1358,1.0,unique,PELOTA RNA binding domain
2ANUK,1.0,unique,Bacterial mobilisation protein (MobC)
COG0277,1.0,unique,FAD linked oxidase domain protein
COG3477,1.0,unique,Protein of unknown function (DUF1440)
COG0075,1.0,unique,Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family. PhnW subfamily
COG0637,1.0,unique,Belongs to the HAD-like hydrolase superfamily. PhnX family
COG1725,1.0,unique,GntR family
COG1001,1.0,unique,Adenine deaminase C-terminal domain
2BYXQ,1.0,unique,ApaLI-like restriction endonuclease
2AX1N,1.0,unique,Protein of unknown function (DUF2806)
2DMYU,1.0,unique,-
COG4625,1.0,unique,"Phage-related protein, tail component"
COG1620,1.0,unique,L-lactate permease
2E302,1.0,unique,-
2EHY9,1.0,unique,-
29VP9,1.0,unique,-
COG1985,1.0,unique,RibD C-terminal domain
2AXA1,1.0,unique,-
COG5534,1.0,unique,Plasmid replication initiator
2DCT7,1.0,unique,-
2EBY6,1.0,unique,Organic solvent tolerance protein
2DS5N,1.0,unique,-
2D4T1,1.0,unique,SapC
COG3755,1.0,unique,Pfam:DUF1311
COG5015,1.0,unique,PFAM pyridoxamine 5'-phosphate
2CM6Y,1.0,unique,Phage head completion protein (GPL)
COG4540,1.0,unique,Baseplate assembly protein
COG3628,1.0,unique,Baseplate assembly protein
COG3948,1.0,unique,Baseplate J-like protein
COG4385,1.0,unique,tail protein
COG3497,1.0,unique,Phage tail sheath C-terminal domain
COG3498,1.0,unique,Phage tail tube protein FII
2E3XV,1.0,unique,"Phage tail assembly chaperone proteins, E, or 41 or 14"
2FIYP,1.0,unique,-
COG2932,1.0,unique,Peptidase S24-like protein
2EJ02,1.0,unique,Arc-like DNA binding domain
2BBNN,1.0,unique,-
COG0863,1.0,unique,DNA methylase
COG1575,1.0,unique,Belongs to the MenA family. Type 1 subfamily
2C8G3,1.0,unique,Domain of unknown function (DUF4303)
COG2979,1.0,unique,Protein of unknown function (DUF533)
COG1073,1.0,unique,"Serine aminopeptidase, S33"
COG1515,1.0,unique,DNA repair enzyme involved in the repair of deaminated bases. Selectively cleaves double-stranded DNA at the second phosphodiester bond 3' to a deoxyinosine leaving behind the intact lesion on the nicked DNA
arCOG12470,1.0,unique,T5orf172
2EGC8,1.0,unique,-
2D7I9,1.0,unique,phage protein
2A09X,1.0,unique,-
28M7C,1.0,unique,"Psort location CytoplasmicMembrane, score"
2AG2E,1.0,unique,-
2DM6W,1.0,unique,Protein of unknown function (DUF3168)
2EJTH,1.0,unique,YecR-like lipoprotein
COG5510,1.0,unique,response to toxic substance
COG2005,1.0,unique,Transcriptional regulator
2ERCW,1.0,unique,-
2CBEZ,1.0,unique,-
COG2333,1.0,unique,Metallo-beta-lactamase superfamily
2DBDH,1.0,unique,-
COG4637,1.0,unique,AAA ATPase domain
COG3593,1.0,unique,ATP-dependent endonuclease of the OLD family
COG2839,1.0,unique,"Psort location CytoplasmicMembrane, score"
COG1875,1.0,unique,"SMART Nucleotide binding protein, PINc"
COG1832,1.0,unique,CoA-binding protein
2DSFH,1.0,unique,Protein of unknown function (DUF2726)
COG1528,1.0,unique,Ferritin-like domain
2E9YS,1.0,unique,Protein of unknown function (DUF3592)
COG4643,1.0,unique,DNA integration
COG4325,1.0,unique,Membrane
2DNWH,1.0,unique,Protein of unknown function (DUF4031)
2DM22,1.0,unique,Arc-like DNA binding domain
2DR5Z,1.0,unique,-
COG3895,1.0,unique,Periplasmic Protein
2AUTE,1.0,unique,Protein of unknown function (DUF2474)
COG2249,1.0,unique,NADPH quinone reductase MdaB
COG1872,1.0,unique,DUF167
2EH60,1.0,unique,Protein of unknown function (DUF2798)
28NHJ,1.0,unique,-
2ECIQ,1.0,unique,-
2B1UF,1.0,unique,An automated process has identified a potential problem with this gene model
2AJ84,1.0,unique,Family of unknown function (DUF5368)
2EDVE,1.0,unique,-
COG4812,1.0,unique,Cobalamin adenosyltransferase
COG4766,1.0,unique,Ethanolamine utilization protein eutQ
2DQZF,1.0,unique,-
COG3676,1.0,unique,Transposase and inactivated derivatives
COG1208,1.0,unique,"COG1208 Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B, gamma epsilon subunits eIF-2Bgamma eIF-2Bepsilon"
COG4924,1.0,unique,Uncharacterized protein conserved in bacteria C-term(DUF2220)
2CB46,1.0,unique,Domain of unknown function (DUF4194)
2DNN1,1.0,unique,-
2E1F4,1.0,unique,-
28RG9,1.0,unique,-
COG1401,1.0,unique,AAA domain (dynein-related subfamily)
COG1015,1.0,unique,Phosphotransfer between the C1 and C5 carbon atoms of pentose
COG4950,1.0,unique,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity
2CJP6,1.0,unique,Eco47II restriction endonuclease
2C953,1.0,unique,ParD-like antitoxin of type II bacterial toxin-antitoxin system
COG4143,1.0,unique,thiamine ABC transporter
COG3840,1.0,unique,ATPases associated with a variety of cellular activities
COG2232,1.0,unique,ATP-grasp in the biosynthetic pathway with Ter operon
COG3341,1.0,unique,Caulimovirus viroplasmin
COG4710,1.0,unique,CopG domain protein DNA-binding domain protein
COG1517,1.0,unique,"TIGRFAM CRISPR-associated protein, TM1812 family"
2CK2U,1.0,unique,-
COG1134,1.0,unique,ABC transporter
2EQHP,1.0,unique,-
COG4576,1.0,unique,Ethanolamine utilization protein eutN
COG1387,1.0,unique,DNA polymerase alpha chain like domain
2BSSX,1.0,unique,-
COG0543,1.0,unique,Oxidoreductase FAD-binding domain
COG3135,1.0,unique,Benzoate membrane transport protein
2CDKX,1.0,unique,Domain of unknown function (DUF4387)
2EPB2,1.0,unique,-
2ADS8,1.0,unique,-
COG2031,1.0,unique,Short chain fatty acid transporter
COG0784,1.0,unique,"Response regulator, receiver"
28KJ3,1.0,unique,-
2EJFV,1.0,unique,-
2EHTW,1.0,unique,-
2EBGV,1.0,unique,-
COG2304,1.0,unique,"COG2931, RTX toxins and related Ca2 -binding proteins"
28ICC,1.0,unique,-
28VWZ,1.0,unique,-
COG5585,1.0,unique,A nuclease of the HNH/ENDO VII superfamily with conserved WHH
2EA34,1.0,unique,-
COG4715,1.0,unique,zinc ion binding
2DBEM,1.0,unique,Domain of unknown function (DUF4433)
COG0600,1.0,unique,Binding-protein-dependent transport system inner membrane component
28IR4,1.0,unique,-
COG1816,1.0,unique,Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism
2CEAV,1.0,unique,-
